index	raw_category	category	count	nyuId	nyu40id	eigen13id	eigen13fixedid	nyuClass	nyu40class	eigen13class	eigen13fixedclass	ModelNet40	ModelNet10	ShapeNetCore55	synsetoffset	wnsynsetid	wnsynsetkey	mpcat40index	mpcat40	occ_id	occ_class	objnav_occ	objnav_occ_id
1019	arcade game	arcade game	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1020	unknown - probably part of trellis -- maybe blinds	unknown - probably part of trellis -- maybe blinds	1	80	13	13	13	blinds	blinds	Window	Window							40	misc	2	occupied	occupied	2
1021	compound wall	compound wall	1	21	1	12	12	wall	wall	Wall	Wall							40	misc	2	occupied	occupied	2
1022	lamps	lamp	1	144	35	7	7	lamp	lamp	Objects	Objects	lamp		lamp	3636649	n03636649	lamp.n.02	28	lighting	2	occupied	occupied	2
1023	plug	plug	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1024	round cushion	round cushion	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1025	ceiling frame	molding	1		38	7	7		otherstructure	Objects	Objects					n02800354	baseboard.n.01	1	wall	2	occupied	occupied	2
1026	magazine	magazine	1	71	40	7	7	magazine	otherprop	Objects	Objects					n06595351	magazine.n.01	39	objects	2	occupied	occupied	2
1027	stair case	staircase	1	215	38	7	7	stairs	otherstructure	Objects	Objects					n04298308	stairway.n.01	16	stairs	2	occupied	occupied	2
1028	rolling pin	rolling pin	1	267	40	7	7	utensil	otherprop	Objects	Objects					n04103206	rolling_pin.n.01	39	objects	2	occupied	occupied	2
1029	shower knob	shower knob	1	651	40	7	7	shower knob	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1030	wall statue	wall statue	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1031	wal	wall	1	21	1	12	12	wall	wall	Wall	Wall					n04546855	wall.n.01	1	wall	2	occupied	occupied	2
1032	sink / basin	sink/basin	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1033	celling borader	ceiling boarder	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1034	clothes bag	clothes bag	1	55	37	7	7	bag	bag	Objects	Objects							40	misc	2	occupied	occupied	2
1035	perfumes	perfume	1	655	40	7	7	perfume	otherprop	Objects	Objects					n03916031	perfume.n.02	39	objects	2	occupied	occupied	2
1036	heat	heat	1		40	7	7		otherprop	Objects	Objects					n03509025	heating_system.n.01	39	objects	2	occupied	occupied	2
1037	kitchen counter support leg	kitchen counter support	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1038	window  frame	window frame	1	59	9	13	13	window	window	Window	Window					n04589593	window_frame.n.01	9	window	2	occupied	occupied	2
1039	glassdoor	door	1	28	8	12	12	door	door	Wall	Wall	door				n03221720	door.n.01	4	door	2	occupied	occupied	2
1040	window closet door	window closet door	1	28	8	12	12	door	door	Wall	Wall	door						40	misc	2	occupied	occupied	2
1041	sticks	stick	1	529	40	7	7	stick	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1042	photo frame	picture frame	1	64	11	8	8	picture	picture	Picture	Picture					n03931765	picture_frame.n.01	6	picture	2	occupied	occupied	2
1043	water pump	water pump	1		40	7	7		otherprop	Objects	Objects					n04561965	water_pump.n.01	39	objects	2	occupied	occupied	2
1044	shower doorframe	shower door frame	1		40	7	7		otherprop	Objects	Objects					n04208936	shower.n.01	23	shower	2	occupied	occupied	2
1045	stairs behind	stairs	1	215	38	7	7	stairs	otherstructure	Objects	Objects	stairs				n04314914	step.n.04	16	stairs	2	occupied	occupied	2
1046	flood	floor	1	11	2	5	5	floor	floor	Floor	Floor					n03365592	floor.n.01	2	floor	1	unoccupied	unoccupied	1
1047	columned perimeter	columned perimeter	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1048	shrine	shrine	1		40	7	7		otherprop	Objects	Objects					n04210390	shrine.n.01	40	misc	2	occupied	occupied	2
1049	papers	paper	1	15	26	7	7	paper	paper	Objects	Objects					n14974264	paper.n.01	39	objects	2	occupied	occupied	2
1050	fireplace /w art	fireplace	1	372	38	7	7	fireplace	otherstructure	Objects	Objects					n03346455	fireplace.n.01	27	fireplace	2	occupied	occupied	2
1051	canvas stand	canvas stand	1	50	39	6	6	stand	otherfurniture	Furniture	Furniture							40	misc	2	occupied	occupied	2
1052	art / man statue	art/man statue	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1053	bath towel	bath towel	1	135	27	7	7	towel	towel	Objects	Objects					n02808304	bath_towel.n.01	20	towel	2	occupied	occupied	2
1054	cradenza	credenza	1	7	12	6	6	counter	counter	Furniture	Furniture					n03129753	credenza.n.01	36	furniture	2	occupied	occupied	2
1055	doorr frame	door frame	1	28	8	12	12	door	door	Wall	Wall	door				n03221720	door.n.01	4	door	2	occupied	occupied	2
1056	column statue	column statue	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1057	water basin	water basin	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1058	moulidng	molding	1		38	7	7		otherstructure	Objects	Objects					n02800354	baseboard.n.01	1	wall	2	occupied	occupied	2
1059	tablet computer	tablet computer	1	46	40	7	7	computer	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1060	artwork	artwork	1	64	11	8	8	picture	picture	Picture	Picture					n03931044	picture.n.01	6	picture	2	occupied	occupied	2
1061	towel bar shelf	towel bar shelf	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1062	floor carpet	carpet	1	130	40	7	5	rug	floor mat	Objects	Floor					n04118021	rug.n.01	2	floor	1	unoccupied	unoccupied	1
1063	wine cabinet	wine cabinet	1	3	3	6	6	cabinet	cabinet	Furniture	Furniture			cabinet	2933112	n02933112	cabinet.n.01	7	cabinet	2	occupied	occupied	2
1064	shower rail	shower rail	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1065	skirting board	skirting board	1	408	38	7	7	board	otherstructure	Objects	Objects					n02800354	baseboard.n.01	1	wall	2	occupied	occupied	2
1066	playpen	playpen	1	815	39	6	6	playpen	otherfurniture	Furniture	Furniture					n03964495	playpen.n.01	40	misc	2	occupied	occupied	2
1067	room door	door	1	28	8	12	12	door	door	Wall	Wall	door				n03221720	door.n.01	4	door	2	occupied	occupied	2
1068	doorgrame	doorframe	1	615	38	7	7	door frame	otherstructure	Objects	Objects					n03222722	doorframe.n.01	4	door	2	occupied	occupied	2
1069	makeup	makeup	1		40	7	7		otherprop	Objects	Objects					n03714235	makeup.n.01	39	objects	2	occupied	occupied	2
1070	plant / art	plant/art	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1071	sauna seating	seat	1	524	39	6	6	furniture	otherfurniture	Furniture	Furniture					n04161981	seat.n.03	34	seating	2	occupied	occupied	2
1072	bot	bot	1		40	7	7		otherprop	Objects	Objects					n02311879	bot.n.01	39	objects	2	occupied	occupied	2
1073	handrail / other room	handrail /otherroom	1	453	38	7	7	banister	otherstructure	Objects	Objects					n02788148	bannister.n.02	30	railing	2	occupied	occupied	2
1074	rocking horse	rocking horse	1	389	40	7	7	toy	otherprop	Objects	Objects					n03523633	hobby.n.02	39	objects	2	occupied	occupied	2
1075	kitchen lower cabinet	kitchen lower cabinet	1	3	3	6	6	cabinet	cabinet	Furniture	Furniture			cabinet	2933112	n02933112	cabinet.n.01	7	cabinet	2	occupied	occupied	2
1076	floor /other room	floor /otherroom	1	11	2	5	5	floor	floor	Floor	Floor					n03365592	floor.n.01	2	floor	1	unoccupied	unoccupied	1
1077	chair stand	chair stand	1	50	39	6	6	stand	otherfurniture	Furniture	Furniture							40	misc	2	occupied	occupied	2
1078	wall pack	wall pack	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1079	towel box	towel box	1	26	29	7	7	box	box	Objects	Objects							40	misc	2	occupied	occupied	2
1080	vessel sink	vessel sink	1	24	34	7	7	sink	sink	Objects	Objects	sink						40	misc	2	occupied	occupied	2
1081	can	can	1	329	40	7	7	can	otherprop	Objects	Objects			can	2946921	n02946921	can.n.01	39	objects	2	occupied	occupied	2
1082	ceiling lattice	ceiling	1	4	22	3	3	ceiling	ceiling	Ceiling	Ceiling					n02990373	ceiling.n.01	17	ceiling	1	unoccupied	unoccupied	1
1083	backslash	backsplash	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1084	ire place	fireplace	1	372	38	7	7	fireplace	otherstructure	Objects	Objects					n03346455	fireplace.n.01	27	fireplace	2	occupied	occupied	2
1085	divider	partition	1	21	1	12	12	wall	wall	Wall	Wall					n03894379	partition.n.01	40	misc	2	occupied	occupied	2
1086	pathway	pathway	1		40	7	7		otherprop	Objects	Objects					n03899533	pathway.n.02	40	misc	2	occupied	occupied	2
1087	laundry	laundry	1		40	7	7		otherprop	Objects	Objects					n03648219	laundry.n.01	38	clothes	2	occupied	occupied	2
1088	tablecloth	tablecloth	1	292	40	7	7	tablecloth	otherprop	Objects	Objects					n04380143	tablecloth.n.01	39	objects	2	occupied	occupied	2
1089	water dispenser	water dispenser	1	507	40	7	7	water dispenser	otherprop	Objects	Objects					n03210683	dispenser.n.01	39	objects	2	occupied	occupied	2
1090	;photo	photo	1	508	40	7	7	photo	otherprop	Objects	Objects					n03925226	photograph.n.01	6	picture	2	occupied	occupied	2
1091	door frame wall entry	door frame	1	28	8	12	12	door	door	Wall	Wall	door				n03221720	door.n.01	4	door	2	occupied	occupied	2
1092	plastic tarp	tarp	1		40	7	7		otherprop	Objects	Objects					n04395024	tarpaulin.n.01	39	objects	2	occupied	occupied	2
1093	clothing stand	clothing stand	1	50	39	6	6	stand	otherfurniture	Furniture	Furniture							40	misc	2	occupied	occupied	2
1094	bathtab	bathtub	1	136	36	7	7	bathtub	bathtub	Objects	Objects	bathtub	bathtub	tub	2808440	n02808440	bathtub.n.01	25	bathtub	2	occupied	occupied	2
1095	apron	apron	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1096	ceiling bedroom entry	ceiling	1	4	22	3	3	ceiling	ceiling	Ceiling	Ceiling					n02990373	ceiling.n.01	17	ceiling	1	unoccupied	unoccupied	1
1097	ashtray	ashtray	1	377	40	7	7	ashtray	otherprop	Objects	Objects					n02747802	ashtray.n.01	39	objects	2	occupied	occupied	2
1098	control panel	control panel	1	408	38	7	7	board	otherstructure	Objects	Objects					n03098140	control_panel.n.01	39	objects	2	occupied	occupied	2
1099	ironing board	ironing board	1	313	39	6	6	ironing board	otherfurniture	Furniture	Furniture					n03586090	ironing_board.n.01	39	objects	2	occupied	occupied	2
1100	exhaust pipe	exhaust pipe	1	41	40	7	7	pipe	otherprop	Objects	Objects					n03303510	exhaust_pipe.n.01	40	misc	2	occupied	occupied	2
1101	rack of theater electronics	rack	1	50	39	6	6	stand	otherfurniture	Furniture	Furniture					n04038440	rack.n.05	31	shelving	2	occupied	occupied	2
1102	canvas	canvas	1	559	40	7	7	sheet	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1103	alarm clock	alarm clock	1	156	40	7	7	alarm clock	otherprop	Objects	Objects			clock	3046257	n02694662	alarm_clock.n.01	39	objects	2	occupied	occupied	2
1104	ceiling lower	ceiling lower	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1105	yarn machine	yarn machine	1	220	40	7	7	machine	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1106	tarrace door	terrace door	1	28	8	12	12	door	door	Wall	Wall	door						40	misc	2	occupied	occupied	2
1107	stand/table	stand/table	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1108	statue base	statue	1	294	40	7	7	sculpture	otherprop	Objects	Objects					n04306847	statue.n.01	39	objects	2	occupied	occupied	2
1109	swing	swing	1	389	40	7	7	toy	otherprop	Objects	Objects					n04371774	swing.n.02	39	objects	2	occupied	occupied	2
1110	extractor fan	extractor fan	1	74	40	7	7	fan	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1111	crib	crib	1	485	39	6	6	crib	otherfurniture	Furniture	Furniture							40	misc	2	occupied	occupied	2
1112	hallway wall	wall	1	21	1	12	12	wall	wall	Wall	Wall					n04546855	wall.n.01	1	wall	2	occupied	occupied	2
1113	side wall 2	wall	1	21	1	12	12	wall	wall	Wall	Wall					n04546855	wall.n.01	1	wall	2	occupied	occupied	2
1114	side wall 5	wall	1	21	1	12	12	wall	wall	Wall	Wall					n04546855	wall.n.01	1	wall	2	occupied	occupied	2
1115	mens urinal	urinal	1		40	7	7		otherprop	Objects	Objects					n04515991	urinal.n.01	39	objects	2	occupied	occupied	2
1116	stacked chairs	stacked chair	1	5	5	4	4	chair	chair	Chair	Chair	chair	chair	chair	3001627	n03001627	chair.n.01	3	chair	2	occupied	chair	3
1117	patio floor	patio floor	1	11	2	5	5	floor	floor	Floor	Floor							40	misc	1	unoccupied	occupied	2
1118	stair steps	stair step	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1119	electrical controller	electrical controller	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1120	kitchencounter	kitchen counter	1	7	12	6	6	counter	counter	Furniture	Furniture	table	table	table	4379243	n03116530	counter.n.01	26	counter	2	occupied	occupied	2
1121	rotunda railing	rotunda railing	1	497	38	7	7	railing	otherstructure	Objects	Objects							40	misc	2	occupied	occupied	2
1122	lamp table	lamp table	1	19	7	10	10	table	table	Table	Table	table	table	table	4379243	n04379243	table.n.02	5	table	2	occupied	occupied	2
1123	cabinet top	cabinet	1	3	3	6	6	cabinet	cabinet	Furniture	Furniture			cabinet	2933112	n02933112	cabinet.n.01	7	cabinet	2	occupied	occupied	2
1124	tray with bottles of soap and lotion	tray	1	179	40	7	7	tray	otherprop	Objects	Objects					n04476259	tray.n.01	39	objects	2	occupied	occupied	2
1125	speakers	speaker	1	54	40	7	7	speaker	otherprop	Objects	Objects			speaker	3691459	n03691459	loudspeaker.n.01	39	objects	2	occupied	occupied	2
1126	fancy cabinet	cabinet	1	3	3	6	6	cabinet	cabinet	Furniture	Furniture			cabinet	2933112	n02933112	cabinet.n.01	7	cabinet	2	occupied	occupied	2
1127	air vent	air vent	1	25	38	7	7	air vent	otherstructure	Objects	Objects					n04526241	vent.n.01	40	misc	2	occupied	occupied	2
1128	sofa couch	couch	1	83	6	9	9	sofa	sofa	Sofa	Sofa	sofa	sofa	sofa	4256520	n04256520	sofa.n.01	10	sofa	2	occupied	sofa	8
1129	channel	channel	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1130	wall sign	wall sign	1	208	40	7	7	sign	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1131	bench back	bench	1	204	39	6	6	bench	otherfurniture	Furniture	Furniture	bench		bench	2828884	n02828884	bench.n.01	34	seating	2	occupied	occupied	2
1132	baby changing station	baby changing station	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1133	paip	pip	1	286	40	7	7	fruit	otherprop	Objects	Objects					n11685091	pip.n.03	39	objects	2	occupied	occupied	2
1134	bed arm pillows	pillow	1	119	18	7	7	pillow	pillow	Objects	Objects			pillow	3938244	n03938244	pillow.n.01	8	cushion	2	occupied	occupied	2
1135	shower tap	shower tap	1	132	40	7	7	shower cap	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1136	axe	axe	1		40	7	7		otherprop	Objects	Objects					n02764044	ax.n.01	39	objects	2	occupied	occupied	2
1137	table shelf	shelf	1	42	15	6	6	shelves	shelves	Furniture	Furniture					n04190052	shelf.n.01	31	shelving	2	occupied	occupied	2
1138	washcloth	washcloth	1		40	7	7		otherprop	Objects	Objects					n04554523	washcloth.n.01	39	objects	2	occupied	occupied	2
1139	coffee mug	coffee mug	1	263	40	7	7	vessel	otherprop	Objects	Objects			cup or mug	3797390	n03063599	coffee_mug.n.01	39	objects	2	occupied	occupied	2
1140	iron panel	panel	1	559	40	7	7	sheet	otherprop	Objects	Objects					n03882058	panel.n.01	35	board_panel	2	occupied	occupied	2
1141	door or window frame	door/window frame	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1142	coffe table	coffee table	1	356	39	6	6	coffee table	otherfurniture	Furniture	Furniture	table	table	table	4379243	n03063968	coffee_table.n.01	5	table	2	occupied	occupied	2
1143	dice	dice	1		40	7	7		otherprop	Objects	Objects					n03191029	die.n.01	39	objects	2	occupied	occupied	2
1144	title	title	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1145	toilet seat	toilet	1	124	33	7	7	toilet	toilet	Objects	Objects	toilet	toilet			n04446276	toilet.n.01	18	toilet	2	occupied	toilet	6
1146	coffee table leg	coffee table	1	356	39	6	6	coffee table	otherfurniture	Furniture	Furniture	table	table	table	4379243	n03063968	coffee_table.n.01	5	table	2	occupied	occupied	2
1147	soft chair	soft chair	1	5	5	4	4	chair	chair	Chair	Chair	chair	chair	chair	3001627	n03001627	chair.n.01	3	chair	2	occupied	chair	3
1148	icebox	icebox	1	17	24	6	6	refridgerator	refridgerator	Furniture	Furniture					n04070727	refrigerator.n.01	37	appliances	2	occupied	occupied	2
1149	showerfloor	shower floor	1	11	2	5	5	floor	floor	Floor	Floor					n04208936	shower.n.01	23	shower	1	unoccupied	occupied	2
1150	floor outside	floor /outside	1	11	2	5	5	floor	floor	Floor	Floor					n03365592	floor.n.01	2	floor	1	unoccupied	unoccupied	1
1151	framing	framing	1		40	7	7		otherprop	Objects	Objects					n03390983	frame.n.10	40	misc	2	occupied	occupied	2
1152	wall patch	wall	1	21	1	12	12	wall	wall	Wall	Wall					n04546855	wall.n.01	1	wall	2	occupied	occupied	2
1153	decorative bowl	decorative bowl	1	826	40	7	7	decorative bowl	otherprop	Objects	Objects	bowl		bowl	2880940	n02880940	bowl.n.03	39	objects	2	occupied	occupied	2
1154	dog bed	dog bed	1	858	39	6	6	dog bed	otherfurniture	Furniture	Furniture	bed	bed	bed	2818832	n02818832	bed.n.01	11	bed	2	occupied	bed	4
1155	pool sticks	pool stick	1	529	40	7	7	stick	otherprop	Objects	Objects					n03145522	cue.n.04	39	objects	2	occupied	occupied	2
1156	exericse equipment	exercise equipment	1	457	39	6	6	excercise equipment	otherfurniture	Furniture	Furniture					n04285146	sports_equipment.n.01	33	gym_equipment	2	occupied	occupied	2
1157	remove floor behind	floor /otherroom	1	11	2	5	5	floor	floor	Floor	Floor					n03365592	floor.n.01	2	floor	1	unoccupied	unoccupied	1
1158	doorhandle	door handle	1	758	40	7	7	handle	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1159	dishrag	dishrag	1		40	7	7		otherprop	Objects	Objects					n03207743	dishrag.n.01	39	objects	2	occupied	occupied	2
1160	behind	behind	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1161	drinking fountain	drinking fountain	1		40	7	7		otherprop	Objects	Objects					n03241335	drinking_fountain.n.01	40	misc	2	occupied	occupied	2
1162	bureau	bureau	1	524	39	6	6	furniture	otherfurniture	Furniture	Furniture	dresser	dresser			n03015254	chest_of_drawers.n.01	13	chest_of_drawers	2	occupied	occupied	2
1163	night stand object	object	1		40	7	7		otherprop	Objects	Objects					n00002684	object.n.01	39	objects	2	occupied	occupied	2
